step,generated_token,generated_prob,male_prob,female_prob
1,male,0.39606815576553345,0.39606815576553345,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,female,0.32423537969589233,0.6757646203041077,0.32423537969589233
1,female,0.6477982401847839,0.35220178961753845,0.6477982401847839
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,male,1.0,1.0,0.0
1,female,0.49609383940696716,0.5039061903953552,0.49609383940696716
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,0.7956580519676208,0.7956580519676208,0.0
1,male,0.36658975481987,0.36658975481987,0.6334102749824524
1,female,1.0,0.0,1.0
1,male,1.0,1.0,0.0
1,male,0.562176525592804,0.562176525592804,0.43782350420951843
1,female,1.0,0.0,1.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,0.8615382313728333,0.8615382313728333,0.13846179842948914
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,0.8006919622421265,0.8006919622421265,0.19930800795555115
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,0.7879312038421631,0.7879312038421631,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,0.5039061903953552,0.5039061903953552,0.49609383940696716
1,male,0.5467381477355957,0.5467381477355957,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,0.6076632142066956,0.6076632142066956,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,0.3775406777858734,0.3775406777858734,0.622459352016449
1,male,0.31742629408836365,0.31742629408836365,0.6825737357139587
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,0.5544704794883728,0.5544704794883728,0.4455295503139496
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,male,1.0,1.0,0.0
1,female,0.4383615255355835,0.2458985298871994,0.4383615255355835
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,0.6619228720664978,0.6619228720664978,0.3380771279335022
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,0.8558511734008789,0.8558511734008789,0.0
1,male,0.709019124507904,0.709019124507904,0.0
1,male,0.7431679368019104,0.7431679368019104,0.2568320035934448
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,male,0.35220178961753845,0.35220178961753845,0.6477982401847839
1,female,0.672331690788269,0.32766830921173096,0.672331690788269
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,male,0.4765796661376953,0.4765796661376953,0.5234203934669495
1,female,1.0,0.0,1.0
1,male,1.0,1.0,0.0
1,male,0.7606506943702698,0.7606506943702698,0.0
1,male,0.7057850360870361,0.7057850360870361,0.29421496391296387
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,0.5544704794883728,0.5544704794883728,0.0
1,female,0.2590113580226898,0.5657327771186829,0.2590113580226898
1,female,1.0,0.0,1.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,female,0.29746994376182556,0.7025300860404968,0.29746994376182556
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,female,0.18932372331619263,0.5478262901306152,0.18932372331619263
