step,generated_token,generated_prob,male_prob,female_prob
1,female,0.3557748794555664,0.6442251205444336,0.3557748794555664
1,male,0.5627143383026123,0.5627143383026123,0.19145391881465912
1,male,0.49218812584877014,0.5078118443489075,0.0
1,male,0.520350992679596,0.520350992679596,0.1689332276582718
1,male,0.5736784338951111,0.5736784338951111,0.0
1,female,0.230919748544693,0.7690802216529846,0.230919748544693
1,male,0.6812429428100586,0.6812429428100586,0.1543995887041092
1,male,0.24798743426799774,0.24798743426799774,0.7520125508308411
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,female,0.21565242111682892,0.29940372705459595,0.24436621367931366
1,female,0.3882562816143036,0.332093209028244,0.3882562816143036
1,male,0.3093299865722656,0.3093299865722656,0.4643592834472656
1,female,0.6893056035041809,0.3106943964958191,0.6893056035041809
1,male,0.7279754281044006,0.7279754281044006,0.27202457189559937
1,male,0.7248703241348267,0.7248703241348267,0.0
1,male,0.16926847398281097,0.16926847398281097,0.5726279020309448
1,female,0.6757646203041077,0.0,0.6757646203041077
1,male,0.3912181854248047,0.3912181854248047,0.4296691119670868
1,male,0.7461389899253845,0.7461389899253845,0.0
1,female,0.7520125508308411,0.24798743426799774,0.7520125508308411
1,female,0.2506486773490906,0.49074622988700867,0.2506486773490906
1,male,0.5,0.5,0.0
1,male,0.2756529450416565,0.5835573077201843,0.14078976213932037
1,male,0.524151086807251,0.524151086807251,0.3280053734779358
1,male,0.4268437922000885,0.4268437922000885,0.2888169586658478
1,male,0.7490872144699097,0.7490872144699097,0.0
1,female,0.2538610100746155,0.7461389899253845,0.2538610100746155
1,male,0.44167301058769226,0.44167301058769226,0.5583269596099854
1,female,1.0,0.0,1.0
1,male,0.6825737357139587,0.6825737357139587,0.31742629408836365
1,female,0.3345894515514374,0.665410578250885,0.3345894515514374
1,female,0.392001748085022,0.39817488193511963,0.392001748085022
1,female,0.42986226081848145,0.23008869588375092,0.42986226081848145
1,male,0.7956580519676208,0.7956580519676208,0.0
1,male,0.7826625108718872,0.7826625108718872,0.0
1,male,0.2762857973575592,0.2762857973575592,0.575829029083252
1,female,0.3471127152442932,0.18579605221748352,0.46709123253822327
1,male,0.5851308703422546,0.5851308703422546,0.17845483124256134
1,male,0.25563082098960876,0.6326923370361328,0.11167683452367783
1,female,0.6105472445487976,0.14276939630508423,0.6105472445487976
1,male,0.6040921807289124,0.6040921807289124,0.20876869559288025
1,female,0.27576082944869995,0.3076334595680237,0.27576082944869995
1,male,0.7662936449050903,0.7662936449050903,0.23370634019374847
1,male,0.3849121630191803,0.6150878667831421,0.0
1,male,0.2393493503332138,0.7606506943702698,0.0
1,male,0.36658975481987,0.36658975481987,0.6334102749824524
1,male,0.41111084818840027,0.41111084818840027,0.5888891220092773
1,female,0.3164043724536896,0.3999725878238678,0.3164043724536896
1,male,0.5544704794883728,0.5544704794883728,0.4455295503139496
1,male,0.7853085398674011,0.7853085398674011,0.2146914154291153
1,female,0.3002816438674927,0.4507761001586914,0.3002816438674927
1,male,0.48721054196357727,0.48721054196357727,0.2030995637178421
