step,generated_token,generated_prob,male_prob,female_prob
1,female,0.3602988123893738,0.0,0.3602988123893738
1,male,1.0,1.0,0.0
1,female,0.837619960308075,0.0,0.837619960308075
1,male,1.0,1.0,0.0
1,male,0.8244618773460388,0.8244618773460388,0.0
1,male,0.7718434929847717,0.7718434929847717,0.22815649211406708
1,female,1.0,0.0,1.0
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,female,0.8221890926361084,0.17781086266040802,0.8221890926361084
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,male,0.35220178961753845,0.35220178961753845,0.6477982401847839
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,female,0.7461389899253845,0.2538610100746155,0.7461389899253845
1,female,0.622459352016449,0.3775406777858734,0.622459352016449
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,female,0.7826625108718872,0.21733751893043518,0.7826625108718872
1,male,0.7490872144699097,0.7490872144699097,0.25091278553009033
1,female,1.0,0.0,1.0
1,female,0.6028628349304199,0.3971371650695801,0.6028628349304199
1,female,0.8056321740150452,0.0,0.8056321740150452
1,female,1.0,0.0,1.0
1,male,0.672331690788269,0.672331690788269,0.32766830921173096
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,male,0.7634837031364441,0.7634837031364441,0.23651622235774994
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,female,0.39606815576553345,0.6039317846298218,0.39606815576553345
1,female,0.53844153881073,0.26654788851737976,0.53844153881073
1,male,0.672331690788269,0.672331690788269,0.32766830921173096
1,male,0.5467381477355957,0.5467381477355957,0.0
1,female,1.0,0.0,1.0
1,male,0.18952108919620514,0.18952108919620514,0.8104788661003113
1,male,0.596433162689209,0.596433162689209,0.4035668969154358
1,female,1.0,0.0,1.0
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,male,0.7461389899253845,0.7461389899253845,0.2538610100746155
1,male,0.3923363983631134,0.607663631439209,0.0
1,female,1.0,0.0,1.0
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,female,0.7577943801879883,0.2422056347131729,0.7577943801879883
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,female,0.7371581792831421,0.2628418505191803,0.7371581792831421
1,female,1.0,0.0,1.0
1,female,0.8539127111434937,0.14608724415302277,0.8539127111434937
1,female,0.7431679368019104,0.2568320035934448,0.7431679368019104
1,male,0.7431679368019104,0.7431679368019104,0.2568320035934448
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,female,0.7549149990081787,0.24508501589298248,0.7549149990081787
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,female,0.7956580519676208,0.20434190332889557,0.7956580519676208
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
