step,generated_token,generated_prob,male_prob,female_prob
1,female,1.0,0.0,1.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,male,1.0,1.0,0.0
1,male,0.709019124507904,0.709019124507904,0.29098084568977356
1,female,0.7772998809814453,0.22270014882087708,0.7772998809814453
1,female,1.0,0.0,1.0
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,male,0.5851011276245117,0.5851011276245117,0.4148988127708435
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,male,0.665410578250885,0.665410578250885,0.3345894515514374
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,female,1.0,0.0,1.0
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,male,0.5698526501655579,0.5698526501655579,0.43014732003211975
1,female,1.0,0.0,1.0
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,male,0.6548947095870972,0.6548947095870972,0.34510529041290283
1,female,1.0,0.0,1.0
1,male,0.6261242032051086,0.6261242032051086,0.37387582659721375
1,female,0.5467381477355957,0.0,0.5467381477355957
1,female,1.0,0.0,1.0
1,female,0.7490872144699097,0.25091278553009033,0.7490872144699097
1,male,1.0,1.0,0.0
1,male,0.36296921968460083,0.36296921968460083,0.637030839920044
1,female,0.4073334336280823,0.5926666259765625,0.4073334336280823
1,female,0.6442251205444336,0.3557748794555664,0.6442251205444336
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,female,0.7122321724891663,0.28776782751083374,0.7122321724891663
1,male,1.0,1.0,0.0
1,female,0.2018132209777832,0.7981867790222168,0.2018132209777832
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,male,0.49218812584877014,0.5078118443489075,0.0
1,female,1.0,0.0,1.0
1,male,0.740174412727356,0.740174412727356,0.2598256468772888
1,male,1.0,1.0,0.0
1,female,0.793105959892273,0.20689405500888824,0.793105959892273
1,female,1.0,0.0,1.0
1,female,0.7549149990081787,0.24508501589298248,0.7549149990081787
1,male,0.7185943722724915,0.7185943722724915,0.28140559792518616
1,male,0.3923368453979492,0.3923368453979492,0.6076632142066956
1,male,1.0,1.0,0.0
1,female,1.0,0.0,1.0
1,male,1.0,1.0,0.0
1,male,0.4148988127708435,0.4148988127708435,0.5851011276245117
1,male,1.0,1.0,0.0
1,male,0.2689414322376251,0.2689414322376251,0.7310585379600525
1,male,0.2422056347131729,0.2422056347131729,0.7577943801879883
1,female,1.0,0.0,1.0
